CaseID,tm_start,tm_finish,duration,QFLAG,weight,xacslang,xspanish,xvaccine,xideo,xparty7,urb_sub_rur,DeviceType,Browser,Q1,Q3,DOVQ4Order,Q4,Q5,Q7,DOVQ7aOrder,Q7a,Q7Text,DOVQ7bOrder,Q7ba,Q7bb,Q7bc,Q7bd,Q7be,Q7bf,Q7c,Q7z,Q8a,Q8b,Q8c,Q8d,Q8e,Q9,Q9a,DOVQ11Order,Q11,Q12,DOVQ13Order,Q13,Q14,Q20,us_born,ppage,ppagecat,ppagect4,ppeduc,ppeducat,ppethm,ppgender,pphhhead,pphhsize,pphouse,ppincimp,ppmarit,ppmsacat,ppreg4,ppreg9,pprent,ppstaten,ppt01,ppt25,ppt612,ppt1317,ppt18ov,ppwork,fips,ppp20071,TQ1,TQ3,TQ4,TQ5,TQ7,TQ7a,TQ7b,TQ7c,TQ7z,TQ8,TQ9,TQ9a,TQ11,TQ12,TQ13,TQ14,TQ20,speeder,refusers
1089,2/28/2021 13:26:26,2/28/2021 13:30:29,243,1,.2497,5,1,2,1,7,1,10,Chrome,2,2, ,88,1,2,"_2,_1,_4,_3,_5,_6,refused",2, ,"e,b,c,d,a,f",2,99,2,2,2,2,88,4,4,4,3,3,4,2,88,2,3,2,2,1,3,4,3,64,5,4,11,3,2,2,1,3,1,9,2,1,3,5,2,54,0,0,1,0,2,1,51760,88,9,6, ,11,16,20,41, ,12,40,9, ,10,10,11,9,16,0,0
1090,2/28/2021 13:27:19,2/28/2021 13:41:30,851,1,1.2489,5,1,1,6,1,2,10,Edge,2,1, ,88,2,1, ,88, , ,88,88,88,88,88,88,3,7,2,2,2,2,88,1,88,2,3,1,1,1,3,1,3,62,5,4,9,2,1,1,1,2,1,5,1,0,2,3,1,31,0,0,0,0,2,1,39007,88,10,7, ,6,9, , ,586,20,63,14, ,14,13,57,13,8,0,0
1091,2/28/2021 13:34:22,2/28/2021 13:47:33,791,1,.4811,3,2,1,4,5,3,10,Chrome,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,1,1,1,2,2,5,3,1,1,1,2,1,88,1,2,67,6,4,9,2,4,1,1,2,3,13,1,1,1,2,1,22,0,0,0,0,2,1,34017,88,9, , , , , , , , ,42,16,590,50,10,24, ,12,0,0
1093,2/28/2021 13:43:10,2/28/2021 13:46:43,213,1,.1611,2,1,1,4,5,1,15,Chrome,2,1, ,88,2,1, ,88, , ,88,88,88,88,88,88,3,1,1,1,1,3,3,1,88,1,1,3,1,1,3,1,2,61,5,4,11,3,4,1,1,4,1,13,1,1,3,5,1,59,0,0,0,0,4,1,12111,2,7,11, ,12,13, , ,19,19,41,7, ,10,10,16,11,7,0,0
1094,2/28/2021 13:53:04,2/28/2021 13:56:55,231,1,1.1865,5,1,1,6,1,3,10,Firefox,2,2, ,88,1,3,"_3,_5,_1,_2,_4,_6,refused",1, ,"b,c,d,e,f,a",2,3,3,2,2,3,88,1,2,2,2,4,88,3,88,1,3,3,1,2,2,1,3,65,6,4,10,3,1,1,1,2,1,18,1,1,3,5,1,58,0,0,0,0,2,1,13135,1,10,6, ,5,7,13,35, ,15,39,13, ,16,22,16,13,5,0,0
1095,2/28/2021 14:31:38,2/28/2021 14:34:46,188,1,1.2004,5,1,1,5,2,2,3,Safari iPhone,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,1,1,2,2,88,3,88,2,1,1,1,1,88,1,3,67,6,4,9,2,1,1,1,2,1,13,1,0,2,3,1,34,0,0,0,0,2,5,26001,1,9, , , , , , , , ,65,20, ,18,17,23, ,8,0,0
1096,2/28/2021 14:44:03,2/28/2021 14:45:51,108,1,1.3781,5,1,1,5,2,3,4,Chrome,2,1, ,88,1,1, ,88, , ,88,88,88,88,88,88,3,7,2,2,2,3,88,2,88,2,1,2,2,1,2,1,3,54,4,3,11,3,1,2,1,4,1,17,1,1,2,3,1,35,0,0,0,0,4,1,55025,2,12,5, ,4,6, , ,7,5,14,5, ,4,5,6,5,6,0,0
1097,2/28/2021 14:45:39,2/28/2021 14:49:17,218,1,.4175,2,2,3,5,5,3,8,Chrome,2,5, ,88,2,88, ,88, , ,88,88,88,88,88,88,88,88,5,5,5,5,5,2,88,1,3,5,2,2,1,1,2,58,5,3,9,2,4,2,1,4,1,11,1,1,1,2,1,21,0,0,0,0,4,6,36103,1,11,11, ,13, , , , , ,45,16, ,15,11,30,17,12,0,0
1098,2/28/2021 14:49:37,2/28/2021 14:58:53,556,1,.7996,5,1,2,3,7,1,8,Chrome,2,4, ,88,1,4,"_5,_4,_3,_1,_2,_6,refused",1, ,"a,e,b,d,f,c",4,4,4,2,4,4,88,5,3,4,4,4,5,1,88,1,3,4,2,1,1,1,3,52,4,3,9,2,2,1,1,2,1,15,6,1,3,5,1,52,0,0,0,0,2,1,24510,88,18,17, ,16,17,42,124, ,22,86,15, ,26,17,47,19,26,0,0
1099,2/28/2021 14:53:55,2/28/2021 14:56:46,171,1,1.1148,5,1,1,3,7,3,10,Chrome,2,1, ,88,1,1, ,88, , ,88,88,88,88,88,88,4,2,1,1,1,2,88,2,88,1,1,1,2,1,2,1,3,70,6,4,9,2,1,1,1,4,1,14,1,1,2,3,1,31,0,1,0,0,3,5,39099,2,13,6, ,6,7, , ,19,14,28,6, ,15,8,10,7,5,0,0
1100,2/28/2021 14:57:08,2/28/2021 14:59:38,150,1,.1715,5,1,1,4,7,1,5,Chrome,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,3,3,3,1,1,3,88,1,3,2,1,1,88,1,3,62,5,4,10,3,2,2,0,2,2,7,1,1,1,2,1,21,0,0,0,0,2,2,36081,1,7, , , , , , , , ,52,15, ,16,14,16, ,8,0,0
1101,2/28/2021 15:05:03,2/28/2021 15:08:00,177,1,.0995,2,1,3,5,1,1,8,Chrome,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,1,1,1,3,1,4,88,1,1,1,1,1,88,1,1,66,6,4,13,4,4,1,1,4,1,15,1,1,4,9,1,93,0,0,0,2,2,5,6053,1,10, , , , , , , , ,33,14, ,14,22,29, ,11,0,0
1102,2/28/2021 15:06:16,2/28/2021 15:08:35,139,1,1.2852,5,1,1,4,2,2,10,Chrome,2,4, ,88,2,4,"_3,_1,_4,_2,_5,_6,refused",2, ,"b,a,e,d,f,c",3,3,4,3,3,4,88,2,3,4,4,2,88,3,88,1,3,3,1,2,2,1,3,57,5,3,9,2,1,2,1,2,1,15,1,0,1,2,1,23,0,0,0,0,2,1,42065,2,5,3, ,6,9,12,28, ,5,14,5, ,4,7,5,6,5,0,0
1103,2/28/2021 15:07:08,2/28/2021 15:15:38,510,1,.1173,5,1,2,4,5,1,10,Chrome,2,3,2,2,3,3,"_2,_1,_3,_5,_4,_6,refused",3, ,"f,e,b,c,d,a",3,4,2,1,3,2,88,1,2,2,1,2,3,3,88,1,3,2,2,2,3,1,3,63,5,4,11,3,2,1,1,1,2,2,5,1,3,7,2,74,0,0,0,0,1,1,48113,2,10,10,20,13,18,27,92, ,32,76,18, ,17,13,86,12,29,0,0
1104,2/28/2021 15:29:31,2/28/2021 15:33:13,222,1,.1662,2,2,3,5,7,1,10,Chrome,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,2,2,3,4,4,2,88,2,1,2,2,1,88,1,2,67,6,4,14,4,4,1,1,3,1,18,1,1,4,9,1,93,0,0,0,0,3,1,6055,2,13, , , , , , , , ,83,15, ,12,20,40, ,14,0,0
1105,2/28/2021 15:31:12,2/28/2021 15:33:59,167,1,2.2407,5,1,1,6,2,3,8,Chrome,2,2, ,88,3,3,"_3,_1,_5,_4,_2,_6,refused",2, ,"b,e,f,d,a,c",1,3,4,1,2,2,88,4,3,4,4,4,88,5,2,1,3,4,1,2,2,1,3,44,3,2,10,3,1,1,0,2,1,19,6,1,4,8,2,86,0,0,0,0,2,1,4021,88,6,5, ,6,6,9,37, ,10,16,5,6,8,10,10,6,7,0,0
1106,2/28/2021 15:30:34,2/28/2021 15:34:16,222,1,.429,1,1,3,4,5,1,4,Safari,2,2, ,88,2,1, ,88, , ,88,88,88,88,88,88,3,1,3,2,2,3,2,2,88,2,1,2,2,2,3,1,1,37,3,2,13,4,4,1,1,4,1,18,1,1,3,5,1,59,0,0,2,0,2,1,12103,88,4,4, ,4,7, , ,7,5,18,5, ,3,8,14,6,15,0,0
1107,2/28/2021 15:34:27,2/28/2021 15:36:53,146,1,2.3741,5,1,1,2,7,1,10,Chrome,2,1, ,88,1,1, ,88, , ,88,88,88,88,88,88,3,7,2,2,2,4,88,2,88,1,1,2,2,1,3,1,3,27,2,1,13,4,1,2,0,3,1,21,6,1,1,2,1,21,0,0,0,0,3,1,36061,88,8,3, ,3,7, , ,18,17,16,11, ,6,11,7,7,10,0,0
1108,2/28/2021 15:38:49,2/28/2021 15:43:44,295,1,.3678,2,1,3,2,5,3,4,Chrome,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,1,1,2,2,2,1,88,2,1,2,1,1,88,1,2,55,5,3,12,4,4,2,1,3,1,19,1,1,3,5,1,59,0,0,0,0,3,2,12095,88,157, , , , , , , , ,32,16, ,22,11,16, ,12,0,0
1109,2/28/2021 15:40:49,2/28/2021 15:51:03,614,1,.318,2,2,1,3,6,3,3,Safari iPhone,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,2,2,2,3,3,1,88,2,3,3,1,1,88,99,2,44,3,2,12,4,4,1,1,3,1,16,1,1,3,5,1,52,0,0,0,1,2,1,24031,88,12, , , , , , , , ,155,19, ,144,69,98, ,24,0,0
1110,2/28/2021 15:48:26,2/28/2021 15:51:42,196,1,1.6413,5,1,1,5,3,1,7,Chrome,2,5, ,88,1,88, ,88, , ,88,88,88,88,88,88,88,88,3,4,4,3,88,5,3,1,3,4,2,2,2,1,3,50,4,3,11,3,1,1,1,1,1,15,3,1,4,8,1,88,0,0,0,0,1,1,32003,2,10,5, ,9, , , , , ,28,10,10,11,11,14,19,9,0,0
1111,2/28/2021 16:01:52,2/28/2021 16:08:56,424,1,.1954,5,1,2,2,6,1,8,Chrome,2,4, ,88,3,4,"_2,_3,_1,_5,_4,_6,refused",3, ,"e,d,b,c,a,f",2,2,4,2,2,4,88,1,3,4,3,2,4,3,88,1,3,4,1,2,2,1,3,34,2,2,12,4,2,1,1,3,3,13,6,1,3,5,2,59,0,0,1,0,2,1,12073,2,184,9, ,4,9,15,40, ,15,45,12, ,16,20,18,13,7,0,0
1112,2/28/2021 16:09:02,2/28/2021 16:11:16,134,1,.2384,5,1,2,3,7,3,8,Chrome,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,1,1,2,4,1,2,88,2,1,2,2,1,88,1,3,67,6,4,10,3,2,1,1,2,1,14,1,1,2,3,1,33,0,0,0,0,2,1,17031,1,11, , , , , , , , ,46,15, ,11,8,15, ,8,0,0
1113,2/28/2021 16:11:17,2/28/2021 16:15:22,245,1,.5574,5,1,2,3,7,1,4,Safari,2,4, ,88,2,4,"_5,_2,_4,_1,_3,_6,refused",1, ,"d,e,f,a,b,c",3,2,3,2,2,2,88,1,3,4,3,3,1,3,88,1,3,4,2,2,2,1,3,49,4,3,10,3,2,1,0,6,2,17,3,1,1,2,1,23,0,0,0,1,5,2,42101,88,9,10, ,8,7,18,49, ,14,34,9, ,12,10,17,11,7,0,0
1114,2/28/2021 16:16:22,2/28/2021 16:23:53,451,1,.5407,5,1,2,1,7,3,10,Chrome,2,3,2,2,1,4,"_2,_5,_3,_4,_1,_6,refused",2, ,"a,b,e,c,d,f",4,4,4,4,4,4,88,1,5,4,4,5,5,4,88,2,3,4,2,2,1,1,3,71,6,4,8,1,2,2,0,2,1,6,4,1,3,5,2,59,0,0,0,0,2,5,12111,1,16,13,16,10,37,44,64, ,19,63,17, ,14,23,28,22,33,0,0
1115,2/28/2021 16:28:26,2/28/2021 16:30:39,133,1,1.1429,5,1,1,3,5,3,10,Chrome,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,1,1,2,2,88,3,88,2,1,1,1,1,88,1,3,86,7,4,13,4,1,1,1,2,1,20,1,1,4,8,1,86,0,0,0,0,2,5,4019,88,10, , , , , , , , ,37,16, ,12,9,11, ,9,0,0
1116,2/28/2021 17:21:29,2/28/2021 17:23:32,123,1,1.1159,5,1,1,4,2,3,10,Firefox,2,3,2,2,3,3,"_5,_1,_3,_2,_4,_6,refused",1, ,"e,a,f,c,d,b",3,3,3,3,3,3,88,7,3,3,3,3,88,2,88,1,3,3,1,2,2,1,3,46,4,3,9,2,1,1,1,5,2,14,1,1,1,2,2,23,0,0,1,0,4,1,42071,2,6,6,3,3,5,4,12, ,21,9,8, ,6,6,5,2,3,0,0
1118,2/28/2021 17:32:52,2/28/2021 17:36:54,242,1,1.0916,5,1,1,5,2,1,3,Safari iPhone,2,1, ,88,2,1, ,88, , ,88,88,88,88,88,88,3,7,2,2,2,4,88,3,88,1,1,1,2,1,3,1,3,64,5,4,11,3,1,2,1,3,1,18,1,1,3,5,1,59,0,0,0,0,3,4,12111,2,10,6, ,13,7, , ,33,14,36,14, ,11,30,18,19,7,0,0
1120,2/28/2021 17:33:13,2/28/2021 17:42:47,574,1,2.0808,5,1,1,3,7,2,7,Chrome,2,2, ,88,1,3,"_3,_4,_2,_5,_1,_6,refused",2, ,"f,d,b,e,a,c",2,4,4,2,2,4,88,1,3,3,4,1,88,2,88,1,3,3,1,2,2,1,3,54,4,3,6,1,1,2,1,2,1,7,2,0,2,4,2,43,1,0,0,0,1,5,29023,1,28,36, ,17,75,27,115, ,37,54,24, ,16,22,53,18,9,0,0
1121,2/28/2021 17:49:30,2/28/2021 17:54:20,290,1,.6989,5,1,2,6,7,2,7,Chrome,2,3,1,2,2,3,"_5,_2,_4,_3,_1,_6,refused",2, ,"f,c,b,e,a,d",2,2,3,1,1,4,88,7,4,4,4,4,4,5,2,2,3,4,2,2,2,1,3,40,3,2,10,3,2,2,1,4,4,15,1,0,3,7,1,72,0,0,1,0,3,1,22029,1,14,9,11,8,10,20,43, ,9,30,8,10,10,8,20,11,11,0,0
1122,2/28/2021 17:49:40,2/28/2021 17:55:05,325,1,.0917,2,1,3,4,6,1,10,Chrome,2,3,1,1,2,4,"_4,_3,_2,_5,_1,_6,refused",1, ,"f,b,e,d,a,c",3,3,3,1,1,4,88,1,5,4,3,4,5,3,88,2,3,4,2,1,2,1,1,61,5,4,12,4,4,1,1,3,1,13,1,1,3,7,1,74,0,0,0,0,3,1,48141,88,10,11,14,11,13,19,52, ,18,41,15, ,14,13,20,22,9,0,0
1123,2/28/2021 17:55:10,2/28/2021 18:08:36,806,1,1.2856,5,1,1,4,6,3,10,Edge,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,1,1,1,1,88,2,88,2,99,1,2,1,88,1,3,72,6,4,9,2,1,2,1,2,1,16,1,1,4,9,1,93,0,0,0,0,2,5,6061,2,23, , , , , , , , ,95,39, ,8,127,482, ,6,0,0
1124,2/28/2021 17:56:06,2/28/2021 18:00:19,253,1,.6192,2,2,3,3,6,1,3,Safari iPhone,2,2, ,88,2,1, ,88, , ,88,88,88,88,88,88,1,7,2,2,2,3,3,1,88,2,1,1,1,1,2,1,2,33,2,2,11,3,4,2,0,4,3,13,5,1,1,2,2,21,0,1,0,0,3,1,36005,88,9,48, ,8,13, , ,11,16,43,7, ,9,20,27,8,8,0,0
1125,2/28/2021 17:58:19,2/28/2021 18:04:36,377,1,.4046,5,1,2,4,7,3,3,Safari iPhone,2,3,1,1,2,2,"_3,_5,_1,_2,_4,_6,refused",1, ,"d,a,f,b,c,e",2,2,3,2,2,2,88,1,3,3,3,2,3,2,88,2,3,3,2,2,1,1,3,49,4,3,10,3,2,2,1,3,2,19,6,1,4,9,1,91,0,0,0,0,3,1,53033,88,8,6,7,13,16,29,89, ,20,41,17, ,13,16,25,14,24,0,0
1126,2/28/2021 17:59:40,2/28/2021 18:02:25,165,1,1.1279,5,1,1,3,5,3,3,Safari iPhone,2,1, ,88,2,1, ,88, , ,88,88,88,88,88,88,3,7,1,2,2,3,88,2,88,2,1,2,2,1,99,1,3,47,4,3,11,3,1,1,1,4,1,18,1,1,1,1,1,14,0,0,2,0,2,1,25021,88,5,6, ,6,14, , ,11,14,28,11, ,12,8,14,2,10,0,0
1127,2/28/2021 17:59:45,2/28/2021 18:01:49,124,1,2.5292,5,1,1,2,5,3,8,Firefox,2,1, ,88,2,1, ,88, , ,88,88,88,88,88,88,2,5,1,1,1,2,88,1,88,1,1,1,1,1,1,1,3,28,2,1,10,3,1,1,1,3,1,11,5,1,4,8,2,84,0,0,0,0,3,7,8041,88,6,4, ,5,5, , ,12,10,19,4, ,4,6,9,8,5,0,0
1128,2/28/2021 18:00:07,2/28/2021 18:06:03,356,1,.5622,2,2,3,6,5,1,3,Safari iPhone,2,1, ,88,1,1, ,88, , ,88,88,88,88,88,88,3,7,1,1,1,99,99,2,88,2,1,1,2,2,99,1,2,56,5,3,10,3,4,1,0,2,1,13,3,1,3,7,3,74,0,0,0,0,2,1,48141,1,11,10, ,10,42, , ,20,18,45,28, ,8,27,27,7,20,0,0
1129,2/28/2021 18:02:17,2/28/2021 18:06:16,239,1,.9294,5,1,1,2,7,1,10,Chrome,2,3,1,1,3,4,"_5,_4,_2,_1,_3,_6,refused",1, ,"f,c,b,d,e,a",2,2,2,1,1,2,88,3,3,3,3,4,4,2,88,2,3,4,1,2,2,1,3,40,3,2,9,2,2,1,1,1,1,8,5,1,3,5,2,56,0,0,0,0,1,1,37065,88,7,5,10,6,9,15,52, ,9,32,7, ,10,11,19,10,7,0,0
1130,2/28/2021 18:02:55,2/28/2021 18:08:41,346,1,1.2696,5,1,1,7,5,1,8,Chrome,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,2,2,2,3,88,3,88,1,3,3,2,2,88,1,3,58,5,3,9,2,1,1,1,1,1,17,1,1,1,2,1,21,0,0,0,0,1,1,36085,1,86, , , , , , , , ,54,20, ,13,29,103, ,13,0,0
1131,2/28/2021 18:02:57,2/28/2021 18:05:23,146,1,.402,2,2,3,2,6,1,4,Safari,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,2,2,2,3,3,3,88,2,1,2,1,1,88,1,1,53,4,3,12,4,4,1,1,1,3,17,3,1,4,9,2,93,0,0,0,0,1,1,6059,2,7, , , , , , , , ,33,17, ,6,10,4, ,19,0,0
1132,2/28/2021 18:07:34,2/28/2021 18:11:32,238,1,1.4155,5,1,1,6,1,1,8,Chrome,2,2, ,88,1,1, ,88, , ,88,88,88,88,88,88,3,1,2,2,3,2,88,4,88,1,3,2,1,2,3,1,3,25,2,1,12,4,1,1,1,3,1,16,1,1,4,8,1,85,0,1,0,0,2,1,35013,2,7,4, ,5,8, , ,10,16,24,14, ,12,9,10,11,25,0,0
1133,2/28/2021 18:08:13,2/28/2021 18:11:23,190,1,2.2614,3,2,3,5,7,2,3,Safari iPhone,2,5, ,88,3,88, ,88, , ,88,88,88,88,88,88,88,88,5,5,5,5,5,4,88,2,3,4,2,2,1,1,2,34,2,2,4,1,4,2,0,3,1,20,1,1,3,7,1,74,0,0,0,0,3,2,48303,88,8,9, ,10, , , , , ,39,28, ,12,13,30,8,8,0,0
1134,2/28/2021 18:08:31,2/28/2021 18:12:36,245,1,.2725,5,1,2,2,7,3,10,Chrome,2,3,1,2,2,1, ,88, , ,88,88,88,88,88,88,3,1,3,3,3,4,4,2,88,2,3,3,1,2,2,1,3,57,5,3,10,3,2,2,1,4,3,13,1,1,3,5,2,52,0,0,0,0,4,1,24031,2,9,4,11,9,16, , ,15,17,46,8, ,13,7,10,11,14,0,0
1135,2/28/2021 18:09:39,2/28/2021 18:14:37,298,1,1.2756,5,1,2,3,1,1,3,Safari iPhone,2,3,2,2,3,2,"_1,_5,_2,_3,_4,_6,refused",3, ,"c,a,d,f,e,b",4,2,4,2,3,2,88,7,5,5,5,4,4,1,88,1,2,5,2,1,4,1,3,41,3,2,5,1,2,2,1,2,2,1,5,1,3,6,2,62,0,0,0,1,1,6,47157,2,8,12,8,9,17,19,60, ,14,34,8, ,12,8,35,20,9,0,0
1136,2/28/2021 18:11:27,2/28/2021 18:14:43,196,1,.0967,5,1,2,4,5,1,8,Chrome,2,2, ,88,3,2,"_3,_1,_2,_5,_4,_6,refused",3, ,"b,f,a,e,c,d",1,2,3,1,1,2,88,1,3,3,3,4,5,5,2,2,1,1,1,1,2,1,3,61,5,4,10,3,2,1,1,2,3,7,3,1,2,3,2,31,0,0,0,0,2,5,39035,2,5,6, ,8,8,16,30, ,12,25,8,6,13,13,10,6,7,0,0
1137,2/28/2021 18:11:38,2/28/2021 18:14:51,193,1,1.3059,5,1,1,4,5,3,4,Safari,2,3,1,1,2,3,"_1,_4,_5,_3,_2,_6,refused",1, ,"d,f,e,c,a,b",1,3,3,1,2,3,88,3,2,3,3,4,88,2,88,1,3,2,1,2,2,1,3,59,5,3,9,2,1,2,1,2,1,14,1,1,2,3,1,31,0,0,0,0,2,1,39133,1,6,6,5,5,7,10,44, ,11,25,7, ,10,9,13,7,7,0,0
1138,2/28/2021 18:16:18,2/28/2021 18:20:18,240,1,2.6373,5,1,1,6,1,2,8,Chrome,2,4, ,88,3,4,"_4,_3,_1,_2,_5,_6,refused",2, ,"c,f,a,b,d,e",4,4,4,1,1,4,88,1,4,3,3,3,88,3,88,1,3,5,2,2,2,1,3,56,5,3,4,1,1,2,1,4,1,8,3,1,3,6,2,61,0,0,0,0,4,6,21043,88,8,6, ,10,8,17,38, ,14,27,8, ,14,10,22,11,7,0,0
1139,2/28/2021 18:17:53,2/28/2021 18:21:56,243,1,.2442,1,1,3,4,3,3,10,Edge,2,4, ,88,3,4,"_5,_3,_2,_4,_1,_6,refused",1, ,"c,b,f,d,a,e",3,4,3,2,2,4,88,1,3,4,3,3,3,4,88,2,3,5,2,2,2,1,1,61,5,4,11,3,4,2,1,4,1,13,1,1,3,5,1,59,0,0,1,0,3,5,12095,1,9,8, ,12,10,16,37, ,15,43,10, ,12,15,16,11,10,0,0
1140,2/28/2021 18:18:29,2/28/2021 18:22:40,251,1,.3316,1,1,3,4,7,3,10,Chrome,2,1, ,88,2,1, ,88, , ,88,88,88,88,88,88,1,7,2,2,2,4,3,2,88,1,1,2,2,1,2,1,2,60,5,4,9,2,4,1,1,2,1,13,1,1,1,1,2,14,0,0,0,0,2,1,25009,2,67,5, ,9,9, , ,19,13,31,10, ,7,9,19,11,15,0,0
1141,2/28/2021 18:18:39,2/28/2021 18:21:28,169,1,.1378,5,1,2,5,3,1,4,Safari,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,2,2,2,3,3,1,88,1,3,3,1,2,88,1,3,66,6,4,13,4,2,2,1,2,1,11,1,1,3,5,1,58,0,0,0,0,2,5,13153,1,15, , , , , , , , ,63,14, ,16,11,12, ,7,0,0
1142,2/28/2021 18:21:50,2/28/2021 18:26:08,258,1,1.1719,5,1,1,5,3,3,3,Safari iPhone,2,2, ,88,2,3,"_1,_5,_3,_4,_2,_6,refused",3, ,"f,c,a,d,e,b",2,2,4,2,2,2,88,1,2,3,3,4,88,2,88,1,3,2,2,1,1,1,3,53,4,3,12,4,1,2,1,5,1,21,1,1,1,1,1,16,0,0,0,0,5,2,9001,2,6,5, ,7,14,16,69, ,14,26,10, ,13,9,14,9,8,0,0
1143,2/28/2021 18:21:57,2/28/2021 19:48:01,5164,1,.1127,5,1,2,4,7,3,10,Chrome,2,3,1,2,3,4,"_1,_3,_2,_4,_5,_6,refused",6,"to new, How is is effect people in my culture/race","c,d,f,a,b,e",99,99,99,99,3,99,88,1,3,3,3,5,5,2,88,2,3,3,1,2,2,3,3,54,4,3,13,4,2,2,1,5,3,12,1,1,4,9,2,93,0,0,1,1,3,1,6037,1,8,12,16,18,13,58,3031, ,13,1845,13, ,16,18,32,15,16,0,0
1144,2/28/2021 18:24:08,2/28/2021 18:28:37,269,1,1.0481,5,1,1,2,7,3,3,Safari iPhone,2,1, ,88,2,1, ,88, , ,88,88,88,88,88,88,3,5,2,2,1,2,88,2,88,2,1,1,1,1,3,1,3,61,5,4,10,3,1,2,1,2,1,15,1,1,4,9,1,93,0,0,0,0,2,1,6013,2,8,4, ,4,9, , ,68,10,71,20, ,10,7,13,12,13,0,0
1145,2/28/2021 18:25:41,2/28/2021 18:28:37,176,1,.3374,5,1,2,2,6,3,3,Safari iPhone,2,3,2,2,3,4,"_4,_1,_3,_5,_2,_6,refused",2, ,"e,c,b,a,f,d",4,4,4,4,4,4,88,1,5,5,5,5,5,1,88,1,3,2,1,99,1,1,3,52,4,3,10,3,2,2,0,3,1,12,1,1,1,2,1,21,0,0,0,0,3,6,36103,2,6,5,23,7,7,6,19, ,6,12,7, ,9,15,20,9,6,0,0
1146,2/28/2021 18:20:47,2/28/2021 18:37:18,991,1,.9028,5,1,1,2,7,1,10,Edge,2,2, ,88,3,3,"_2,_4,_5,_1,_3,_6,refused",5, ,"b,d,a,f,c,e",1,3,2,2,2,1,88,1,2,2,2,2,2,2,88,2,3,2,2,1,3,1,3,75,7,4,9,2,2,1,0,4,3,16,2,1,1,2,2,21,0,0,0,1,3,5,36047,2,20,11, ,61,17,15,73, ,34,54,14, ,16,138,23,112,72,0,0
1147,2/28/2021 18:26:14,2/28/2021 18:32:03,349,1,.3321,5,1,2,4,4,1,8,Chrome,2,3,1,2,2,4,"_5,_1,_3,_4,_2,_6,refused",1, ,"e,b,a,f,d,c",2,4,4,1,1,4,88,1,4,3,3,3,4,4,88,2,3,3,1,2,2,1,3,42,3,2,12,4,2,2,1,2,1,15,1,1,2,3,1,33,0,0,0,0,2,1,17031,88,8,7,9,10,12,31,71, ,13,50,9, ,14,10,19,25,9,0,0
1148,2/28/2021 18:27:39,2/28/2021 18:30:44,185,1,1.3634,5,1,1,6,1,2,3,Safari iPhone,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,1,2,3,1,88,3,88,1,3,3,2,2,88,1,3,54,4,3,12,4,1,2,1,2,1,16,1,0,3,6,1,62,0,0,0,0,2,1,47127,2,10, , , , , , , , ,48,42, ,12,16,14, ,13,0,0
1149,2/28/2021 18:28:12,2/28/2021 18:29:32,80,1,1.065,5,1,1,5,3,2,3,Safari iPhone,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,3,3,3,4,88,2,88,1,1,2,2,2,88,1,3,62,5,4,9,2,1,2,1,2,1,13,1,0,1,2,1,23,0,0,0,0,2,1,42097,1,8, , , , , , , , ,16,6, ,8,6,12, ,5,0,0
1150,2/28/2021 18:29:55,2/28/2021 18:37:20,445,1,.3406,5,1,2,4,5,3,3,Safari iPhone,2,2, ,88,1,2,"_3,_1,_4,_5,_2,_6,refused",3, ,"c,a,b,f,e,d",4,4,4,4,4,4,88,7,2,2,2,2,2,3,88,1,1,2,1,1,4,1,3,44,3,2,12,4,2,1,1,1,1,16,3,1,3,5,1,56,0,0,0,0,1,1,37063,88,9,7, ,5,9,8,36, ,29,48,10, ,9,17,190,12,36,0,0
1151,2/28/2021 18:34:06,2/28/2021 18:36:43,157,1,.1737,5,1,2,4,7,3,4,Safari,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,2,1,2,3,2,3,88,2,1,2,2,1,88,1,3,77,7,4,14,4,2,1,1,2,1,20,1,1,2,3,1,33,0,0,0,0,2,5,17163,1,13, , , , , , , , ,47,13, ,10,10,22, ,9,0,0
